"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"7574",7573,1985,"Kent Benson",30,72,35,19.5,12.6,0.545,0.237,0.074,0.172,0.121,0.08,0.017,0.017,0.134,0.139,1.5,1.9,3.3,0.113,-1,1.8,0.8,1,2.8,5.5,0.506,0,0,0,2.8,5.5,0.51,0.506,1.1,1.3,0.809,1.4,3.1,4.5,1.3,0.7,0.6,0.9,2.9,6.6,-0.0704225352112676,-0.0151515151515151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7940",7939,1986,"Kent Benson",31,72,51,18.7,13.8,0.519,0.2,0.091,0.209,0.148,0.074,0.02,0.021,0.114,0.148,1.4,1.9,3.2,0.116,-1,1.9,0.9,1,2.8,5.8,0.484,0,0,0.5,2.8,5.7,0.484,0.486,0.9,1.2,0.795,1.6,3.6,5.2,1.1,0.8,0.7,0.8,2.7,6.5,-0.0151515151515151,-0.307692307692308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22960",22959,2015,"Kentavious Caldwell-Pope",21,82,82,31.5,11.2,0.501,0.163,0.019,0.091,0.054,0.068,0.019,0.005,0.083,0.195,1.1,1.8,2.8,0.052,-0.2,-0.9,-1,0.6,4.8,11.9,0.401,1.9,5.4,0.345,2.9,6.4,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2,12.7,1.15254237288136,0.141732283464567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23599",23598,2016,"Kentavious Caldwell-Pope",22,76,76,36.7,12.4,0.521,0.238,0.026,0.086,0.055,0.078,0.02,0.005,0.09,0.182,2.6,2.7,5.3,0.092,0.6,0.6,1.1,2.2,5.3,12.6,0.42,1.5,4.9,0.309,3.8,7.8,0.489,0.479,2.4,3,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5,0.141732283464567,-0.0482758620689655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15791",15790,2002,"Kenyon Martin",24,73,73,34.3,14.5,0.503,0.278,0.05,0.124,0.087,0.13,0.019,0.035,0.137,0.224,0.6,4.2,4.9,0.093,-1.3,2.2,0.9,1.8,6.1,13.2,0.463,0.2,0.9,0.224,5.9,12.3,0.48,0.47,2.5,3.7,0.678,1.5,3.8,5.3,2.6,1.2,1.7,2.4,3.6,14.9,0.241666666666667,0.120805369127517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16276",16275,2003,"Kenyon Martin",25,77,77,34.1,16.9,0.511,0.362,0.071,0.207,0.139,0.13,0.02,0.02,0.133,0.248,1.8,5.3,7.1,0.129,-0.8,2,1.2,2.1,6.6,14.1,0.47,0.1,0.6,0.209,6.5,13.5,0.481,0.475,3.3,5.1,0.653,2.1,6.2,8.3,2.4,1.3,0.9,2.5,3.8,16.7,0.120805369127517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16810",16809,2004,"Kenyon Martin",26,65,62,34.6,18.7,0.528,0.327,0.07,0.253,0.162,0.137,0.023,0.028,0.14,0.25,1.5,5.1,6.7,0.142,-1,2.9,1.9,2.2,6.8,13.8,0.488,0.1,0.4,0.28,6.6,13.5,0.494,0.492,3.1,4.5,0.684,2,7.4,9.5,2.5,1.5,1.3,2.6,3.5,16.7,0,-0.0718562874251497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17403",17402,2005,"Kenyon Martin",27,70,67,32.5,17.5,0.521,0.34,0.074,0.184,0.13,0.13,0.023,0.026,0.125,0.234,1.7,3.6,5.3,0.111,-0.5,2.1,1.6,2.1,6.3,13,0.49,0,0.2,0,6.3,12.8,0.496,0.49,2.8,4.4,0.646,2.1,5.2,7.3,2.4,1.4,1.1,2.1,3.3,15.5,-0.0718562874251497,-0.167741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19676",19675,2009,"Kenyon Martin",31,66,66,32,13.6,0.523,0.304,0.046,0.168,0.109,0.1,0.023,0.027,0.124,0.177,0.9,3.1,4,0.09,-1.6,2.5,0.9,1.6,4.8,9.8,0.491,0.2,0.6,0.368,4.6,9.2,0.498,0.502,1.8,3,0.604,1.2,4.8,6,2,1.5,1.1,1.6,3,11.7,-0.0564516129032259,-0.017094017094017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20272",20271,2010,"Kenyon Martin",32,58,58,34.2,13.4,0.481,0.269,0.083,0.233,0.158,0.085,0.018,0.023,0.116,0.175,0.4,2.8,3.3,0.079,-2,2.2,0.2,1.1,4.9,10.7,0.456,0.1,0.5,0.276,4.7,10.2,0.465,0.463,1.6,2.9,0.557,2.4,7,9.4,1.9,1.2,1.1,1.6,3.2,11.5,-0.017094017094017,-0.252173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20882",20881,2011,"Kenyon Martin",33,48,48,25.7,14.1,0.526,0.199,0.065,0.209,0.139,0.136,0.018,0.022,0.13,0.164,1,1.6,2.7,0.104,-0.9,2.7,1.8,1.2,3.9,7.5,0.511,0,0.2,0.222,3.8,7.4,0.518,0.514,0.9,1.5,0.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,-0.252173913043478,-0.395348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15054",15053,2001,"Keon Clark",25,81,3,21.2,15.6,0.512,0.462,0.086,0.196,0.14,0.068,0.01,0.063,0.126,0.186,1.5,2.2,3.7,0.104,-2.3,2.1,-0.3,0.7,3.1,6.4,0.48,0,0,0,3.1,6.4,0.481,0.48,1.8,3,0.592,1.7,3.7,5.4,0.9,0.4,1.9,1.1,3,7.9,-0.0813953488372092,0.430379746835443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15600",15599,2002,"Keon Clark",26,81,31,27,16.7,0.522,0.297,0.093,0.229,0.158,0.071,0.014,0.042,0.138,0.212,1.7,3.6,5.3,0.116,-2,1.6,-0.5,0.8,4.7,9.6,0.49,0,0.1,0,4.7,9.5,0.494,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2,11.3,0.430379746835443,-0.407079646017699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13665",13664,1998,"Kerry Kittles",23,77,76,36.5,17.5,0.525,0.217,0.051,0.101,0.074,0.106,0.025,0.01,0.077,0.212,6.2,2.2,8.4,0.144,2.9,0,2.9,3.5,6.6,15,0.44,1.4,3.4,0.418,5.2,11.6,0.447,0.488,2.6,3.2,0.808,1.7,3,4.7,2.3,1.7,0.5,1.4,2,17.2,0.0487804878048781,-0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14210",14209,1999,"Kerry Kittles",24,46,40,34.1,13.5,0.446,0.186,0.035,0.104,0.067,0.133,0.026,0.012,0.091,0.205,0.6,1.2,1.8,0.054,-0.3,0,-0.3,0.7,4.9,13.3,0.37,1.1,3.4,0.316,3.8,9.9,0.389,0.411,1.9,2.5,0.772,1.1,3,4.2,2.5,1.7,0.6,1.4,1.8,12.9,-0.25,0.00775193798449614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16246",16245,2003,"Kerry Kittles",28,65,57,30,18.3,0.55,0.19,0.031,0.117,0.074,0.154,0.027,0.012,0.067,0.191,4.2,3.4,7.7,0.188,2.6,1.3,3.9,2.9,5.1,10.9,0.467,1.2,3.4,0.356,3.9,7.6,0.516,0.522,1.6,2.1,0.785,0.8,3.1,3.9,2.6,1.6,0.5,0.8,1.7,13,-0.0298507462686567,0.00769230769230766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10569",10568,1992,"Kevin Duckworth",27,82,82,27.1,10.5,0.497,0.288,0.074,0.17,0.122,0.063,0.008,0.01,0.139,0.188,0.3,3,3.3,0.071,-3.1,0,-3.1,-0.6,4.4,9.6,0.461,0,0,0,4.4,9.5,0.462,0.461,1.9,2.8,0.69,1.8,4.2,6.1,1.2,0.5,0.5,1.7,3.2,10.7,-0.322784810126582,-0.0747663551401868,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19507",19506,2009,"Kevin Durant",20,74,74,39,20.8,0.577,0.377,0.03,0.164,0.096,0.135,0.017,0.014,0.122,0.283,5.2,2.7,7.9,0.132,2.2,-0.5,1.8,2.8,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51,6.1,7.1,0.863,1,5.5,6.5,2.8,1.3,0.7,3,1.8,25.3,0.246305418719212,0.189723320158103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20072",20071,2010,"Kevin Durant",21,82,82,39.5,26.2,0.607,0.504,0.038,0.179,0.11,0.135,0.018,0.019,0.117,0.32,11.1,5,16.1,0.238,4.9,0.2,5.1,5.8,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1,3.3,2.1,30.1,0.189723320158103,-0.0797342192691031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20685",20684,2011,"Kevin Durant",22,78,78,38.9,23.6,0.589,0.439,0.023,0.177,0.103,0.132,0.015,0.018,0.106,0.306,8.6,3.3,12,0.189,3.7,-0.8,2.9,3.7,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1,2.8,2,27.7,-0.0797342192691031,0.0108303249097472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"21265",21264,2012,"Kevin Durant",23,66,66,38.6,26.2,0.61,0.386,0.019,0.204,0.118,0.175,0.018,0.022,0.14,0.313,8.5,3.7,12.2,0.23,4.7,0.5,5.2,4.6,9.7,19.7,0.496,2,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8,3.5,1.3,1.2,3.8,2,28,0.0108303249097472,0.00357142857142856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"21828",21827,2013,"Kevin Durant",24,81,81,38.5,28.3,0.647,0.523,0.018,0.203,0.118,0.217,0.019,0.026,0.137,0.298,13.6,5.3,18.9,0.291,6.2,1.4,7.7,7.6,9,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,0.00357142857142856,0.138790035587188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9657",9656,1990,"Kevin Edwards",24,78,54,28.3,11.6,0.451,0.191,0.037,0.106,0.07,0.168,0.027,0.009,0.148,0.222,-2,2.3,0.3,0.005,-3.1,0.8,-2.3,-0.1,5.1,12.3,0.412,0.1,0.4,0.3,4.9,11.9,0.416,0.417,1.8,2.3,0.76,1,2.6,3.6,3.2,1.6,0.4,2.3,1.9,12,-0.130434782608696,0.0083333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10121",10120,1991,"Kevin Edwards",25,79,16,25.3,13.7,0.468,0.23,0.044,0.071,0.057,0.188,0.031,0.014,0.138,0.241,-0.6,2.2,1.6,0.039,-1.5,0.3,-1.2,0.4,4.8,11.7,0.41,0.3,1.1,0.286,4.5,10.7,0.422,0.423,2.2,2.7,0.803,1,1.6,2.6,3,1.6,0.6,2.1,1.9,12.1,0.0083333333333333,-0.165289256198347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9670",9669,1990,"Kevin Gamble",24,71,10,13.9,12.3,0.52,0.355,0.049,0.074,0.062,0.157,0.014,0.005,0.112,0.167,1.2,0.7,1.9,0.092,-0.7,-1,-1.7,0.1,1.9,4.2,0.455,0,0.3,0.167,1.9,4,0.473,0.46,1.2,1.5,0.794,0.6,1,1.6,1.7,0.4,0.1,0.6,1.1,5.1,0.214285714285714,2.05882352941176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10145",10144,1991,"Kevin Gamble",25,82,76,33,16.3,0.62,0.243,0.038,0.069,0.054,0.13,0.018,0.007,0.125,0.184,6,2.3,8.3,0.147,2.4,-0.3,2.1,2.8,6.7,11.4,0.587,0,0.1,0,6.7,11.3,0.592,0.587,2.3,2.8,0.815,1,2.2,3.3,3.1,1.2,0.4,1.8,2.9,15.6,2.05882352941176,-0.134615384615385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10595",10594,1992,"Kevin Gamble",26,82,77,30.4,15.2,0.567,0.173,0.037,0.087,0.063,0.125,0.015,0.009,0.09,0.185,4.5,2.2,6.7,0.129,1.5,0.2,1.7,2.3,5.9,11.1,0.529,0.1,0.4,0.29,5.7,10.7,0.537,0.534,1.7,1.9,0.885,1,2.5,3.5,2.7,0.9,0.5,1.2,2.4,13.5,-0.134615384615385,-0.0148148148148147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11043",11042,1993,"Kevin Gamble",27,82,58,31,15.1,0.562,0.164,0.021,0.088,0.055,0.128,0.017,0.009,0.077,0.18,4.5,2.1,6.6,0.124,1.8,0.1,1.9,2.5,5.6,11,0.507,0.6,1.7,0.374,5,9.4,0.531,0.535,1.5,1.8,0.826,0.6,2.4,3,2.8,1,0.5,1,2.3,13.3,-0.0148148148148147,-0.135338345864662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11512",11511,1994,"Kevin Gamble",28,75,28,25.1,13.4,0.503,0.157,0.024,0.071,0.048,0.124,0.015,0.007,0.082,0.216,1.4,0.7,2.1,0.054,-0.4,-2,-2.3,-0.2,4.9,10.7,0.458,0.3,1.4,0.243,4.6,9.3,0.489,0.473,1.4,1.7,0.817,0.5,1.6,2.1,2,0.8,0.3,1,1.8,11.5,-0.135338345864662,-0.356521739130435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11984",11983,1995,"Kevin Gamble",29,77,0,15.9,16.3,0.567,0.247,0.027,0.091,0.058,0.159,0.022,0.006,0.089,0.198,2.5,0.9,3.4,0.134,1.3,-1.5,-0.2,0.5,2.9,5.8,0.489,0.5,1.3,0.398,2.4,4.6,0.514,0.532,1.1,1.4,0.784,0.4,1.2,1.6,1.5,0.7,0.1,0.6,1.7,7.4,-0.356521739130435,-0.202702702702703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12446",12445,1996,"Kevin Gamble",30,65,13,20.4,8.4,0.482,0.127,0.019,0.079,0.05,0.121,0.014,0.005,0.097,0.151,0.5,1.3,1.8,0.064,-2.2,-0.4,-2.5,-0.2,2.3,5.8,0.401,0.7,1.8,0.386,1.7,4.1,0.408,0.459,0.6,0.7,0.792,0.3,1.4,1.7,1.5,0.5,0.1,0.7,2.3,5.9,-0.202702702702703,-0.152542372881356,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13013",13012,1997,"Kevin Garnett",20,77,77,38.9,18.2,0.537,0.247,0.076,0.168,0.122,0.141,0.019,0.041,0.125,0.213,3.4,3.9,7.3,0.116,0.3,2.6,2.9,3.7,7.1,14.3,0.499,0.1,0.3,0.286,7.1,14,0.503,0.502,2.7,3.5,0.754,2.5,5.6,8,3.1,1.4,2.1,2.3,2.6,17,0.634615384615385,0.088235294117647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13583",13582,1998,"Kevin Garnett",21,82,82,39.3,20.4,0.527,0.257,0.079,0.197,0.139,0.182,0.022,0.033,0.118,0.225,5.3,4.2,9.6,0.143,1.9,2.9,4.8,5.5,7.7,15.8,0.491,0,0.2,0.188,7.7,15.6,0.495,0.492,3,4,0.738,2.7,6.9,9.6,4.2,1.7,1.8,2.3,2.7,18.5,0.088235294117647,0.124324324324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14121",14120,1999,"Kevin Garnett",22,47,47,37.9,22.4,0.493,0.229,0.097,0.22,0.154,0.213,0.023,0.035,0.12,0.278,2.4,3,5.4,0.146,2.5,3.2,5.7,3.5,8.8,19.1,0.46,0.1,0.3,0.286,8.7,18.9,0.463,0.462,3.1,4.4,0.704,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8,0.124324324324324,0.100961538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14633",14632,2000,"Kevin Garnett",23,81,81,40,23.6,0.545,0.265,0.079,0.266,0.171,0.215,0.019,0.028,0.136,0.274,6.1,5.6,11.6,0.172,3.1,3,6.1,6.6,9.4,18.8,0.497,0.4,1,0.37,9,17.8,0.504,0.507,3.8,5,0.765,2.8,9,11.8,5,1.5,1.6,3.3,2.5,22.9,0.100961538461538,-0.0393013100436681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15135",15134,2001,"Kevin Garnett",24,81,81,39.5,23.9,0.531,0.317,0.077,0.253,0.164,0.218,0.018,0.032,0.12,0.27,7,4.8,11.8,0.176,3,2.7,5.7,6.2,8.7,18.2,0.477,0.2,0.8,0.288,8.5,17.4,0.486,0.484,4.4,5.8,0.764,2.7,8.7,11.4,5,1.4,1.8,2.8,2.5,22,-0.0393013100436681,-0.0363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15667",15666,2002,"Kevin Garnett",25,81,81,39.2,23.8,0.536,0.32,0.09,0.265,0.178,0.224,0.016,0.029,0.125,0.26,7.9,4.9,12.8,0.194,3.6,3.1,6.7,7,8.1,17.3,0.47,0.5,1.4,0.319,7.7,15.9,0.484,0.484,4.4,5.5,0.801,3,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,-0.0363636363636364,0.0849056603773586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16152",16151,2003,"Kevin Garnett",26,82,82,40.5,26.4,0.553,0.339,0.086,0.285,0.188,0.258,0.018,0.028,0.119,0.264,9.8,5.8,15.6,0.225,5,3.7,8.7,9,9.1,18.1,0.502,0.2,0.9,0.282,8.8,17.2,0.513,0.508,4.6,6.1,0.751,3,10.5,13.4,6,1.4,1.6,2.8,2.4,23,0.0849056603773586,0.0521739130434782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16675",16674,2004,"Kevin Garnett",27,82,82,39.4,29.4,0.547,0.289,0.091,0.3,0.201,0.244,0.02,0.04,0.105,0.296,10.4,8,18.3,0.272,4.9,5,9.9,9.8,9.8,19.6,0.499,0.1,0.5,0.256,9.7,19.1,0.506,0.502,4.5,5.7,0.791,3,10.9,13.9,5,1.5,2.2,2.6,2.5,24.2,0.0521739130434782,-0.0826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17267",17266,2005,"Kevin Garnett",28,82,82,38.1,28.2,0.567,0.404,0.095,0.302,0.203,0.271,0.021,0.026,0.122,0.271,10.1,6,16.1,0.248,5.3,4.4,9.7,9.3,8.3,16.6,0.502,0.1,0.3,0.24,8.3,16.3,0.507,0.504,5.4,6.7,0.811,3,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,-0.0826446280991736,-0.0180180180180179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17844",17843,2006,"Kevin Garnett",29,76,76,38.9,26.8,0.589,0.411,0.089,0.297,0.196,0.202,0.019,0.027,0.113,0.255,9,5.9,14.9,0.242,4.4,3.5,7.9,7.4,8.2,15.7,0.526,0.1,0.4,0.267,8.1,15.3,0.532,0.529,5.2,6.4,0.81,2.8,9.9,12.7,4.1,1.4,1.4,2.4,2.7,21.8,-0.0180180180180179,0.0275229357798163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18381",18380,2007,"Kevin Garnett",30,76,76,39.4,24.1,0.546,0.371,0.075,0.308,0.195,0.195,0.016,0.032,0.116,0.274,5.7,4.9,10.7,0.171,1.8,3.2,5,5.2,8.4,17.6,0.476,0.2,0.7,0.214,8.2,16.9,0.487,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,0.0275229357798163,-0.160714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18924",18923,2008,"Kevin Garnett",31,71,71,32.8,25.3,0.588,0.339,0.073,0.251,0.168,0.199,0.023,0.031,0.108,0.255,6.6,6.2,12.9,0.265,2.7,4.7,7.4,5.5,7.5,13.9,0.539,0,0.2,0,7.5,13.8,0.545,0.539,3.8,4.7,0.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,-0.160714285714286,-0.159574468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19531",19530,2009,"Kevin Garnett",32,57,57,31.1,21.2,0.563,0.178,0.056,0.267,0.166,0.147,0.019,0.031,0.101,0.234,3,4.1,7.1,0.193,0.2,3.7,4,2.7,6.9,13,0.531,0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,-0.159574468085106,-0.0949367088607594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20098",20097,2010,"Kevin Garnett",33,69,69,29.9,19.4,0.569,0.286,0.048,0.248,0.151,0.157,0.017,0.022,0.104,0.221,3.6,3.8,7.3,0.171,0,2.6,2.6,2.4,5.8,11.2,0.521,0,0.1,0.2,5.8,11.1,0.523,0.521,2.7,3.2,0.837,1.1,6.2,7.3,2.7,1,0.8,1.5,2.5,14.3,-0.0949367088607594,0.0419580419580419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20730",20729,2011,"Kevin Garnett",34,71,71,31.3,20.6,0.575,0.264,0.049,0.287,0.175,0.135,0.023,0.02,0.111,0.223,3.4,5.6,9,0.194,0,4.1,4,3.4,6.1,11.6,0.528,0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,0.0419580419580419,0.0604026845637584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
